Company,Rating,Position,Experience,Salary,Location,Skills,Link
Hexaware Technologies Ltd.,3.4,"Analytics , Data science and IOT Lead (CH) ",Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",MSTRCommunicationData modellingMicroStrategySQL ServerInterpersonal skillsPDFdata science,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-ch-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-6-to-11-years-020721500356?src=jobsearchDesk&sid=16253266909088872&xp=1&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",statisticaldata manipulationScalaperditionnosql Databasedata wrangling projectspackagesnosql,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16253266909088872&xp=2&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",SparkRdata structureScaladata extractiondata analysispythonHive,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16253266909088872&xp=3&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",pythonDatabricksAzure MLMachine LearningIT SkillsData ScienceAzuredeep learning,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=16253266909088872&xp=4&px=1
Kinaxis,Nan,"Engineering Manager, Data Science (Retail Solution/SCM)",Kinaxis,Not disclosed,Chennai,IT SkillsPythonSoftware DevelopmentTestingCloudJavascriptJenkinsComputer science,https://www.naukri.com/job-listings-engineering-manager-data-science-retail-solution-scm-kinaxis-chennai-6-to-10-years-010721500188?src=jobsearchDesk&sid=16253266909088872&xp=5&px=1
HCL Technologies Limited,3.8,"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies Limited,Not disclosed,Chennai,IT SkillsJavaPythonData ScienceProject ManagementBPOproject managementR,https://www.naukri.com/job-listings-immediate-hiring-for-data-science-engineer-hcl-chennai-hcl-technologies-limited-chennai-5-to-8-years-280621004257?src=jobsearchDesk&sid=16253266909088872&xp=6&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai",JupyterGCPAWSAzure NLGAzureDeep LearningNLPSnowflake,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-6-to-11-years-290621500195?src=jobsearchDesk&sid=16253266909088872&xp=7&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,AgileBase SASETLSAS Macrosdata managementSAS architectureSAS Data Integration StudioSQL,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500194?src=jobsearchDesk&sid=16253266909088872&xp=8&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,QlikviewSQL serverPowerBIcommunicationIT SkillsPower BIBusiness communicationPDF,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-6-to-9-years-290621500193?src=jobsearchDesk&sid=16253266909088872&xp=9&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,PysparkDatasciencePythonDatabricksAzure MLIT SkillsData ScienceAzure,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500191?src=jobsearchDesk&sid=16253266909088872&xp=10&px=1
Mindtree Limited,4.0,Data Science -- SSE/Module Lead/Technical Lead,Mindtree Limited,Not disclosed,Chennai,SparkDatabricksMachine LearningGoogle Big QueryOOPsMachine Learning ImplementationAzureSql,https://www.naukri.com/job-listings-data-science-sse-module-lead-technical-lead-mindtree-limited-chennai-6-to-9-years-240621500264?src=jobsearchDesk&sid=16253266909088872&xp=11&px=1
United Techno Info Systems P Limited,4.4,Data Science Specialist,United Techno Info Systems P Limited,Not disclosed,Chennai(Greams Road),PythonRcommunicationpresentationMS SQL ServerNumpyScikit - LearnTheano,https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16253266909088872&xp=12&px=1
Best InfoSystems Ltd.,3.5,Data Science -- SSE,Best InfoSystems Ltd.,Not disclosed,Chennai,PythonSqlIT SkillsData ScienceMachine Learning R Python Random ForestXGBoost,https://www.naukri.com/job-listings-data-science-sse-best-infosystems-ltd-chennai-2-to-7-years-280621917189?src=jobsearchDesk&sid=16253266909088872&xp=13&px=1
"People First Consultants Pvt Ltd.,   ",Nan,Data Science - senior analyst,"People First Consultants Pvt Ltd.,   ",Not disclosed,Chennai,RMachine LearningPythonData ScienceNoSQLAlgorithmsSASUnsupervised Learning,https://www.naukri.com/job-listings-data-science-senior-analyst-people-first-consultants-pvt-ltd-chennai-4-to-7-years-250621000544?src=jobsearchDesk&sid=16253266909088872&xp=14&px=1
Sitel India Pvt Ltd,3.8,Data science -NLP,Sitel India Pvt Ltd,Not disclosed,Chennai,Data ScienceScipyNLPPyTorchPandasNatural Language ProcessingJavascriptKeras,https://www.naukri.com/job-listings-data-science-nlp-sitel-india-pvt-ltd-chennai-7-to-12-years-261120002611?src=jobsearchDesk&sid=16253266909088872&xp=15&px=1
Oportun ,Nan,Senior Director -  Data Science and Analytics,Oportun ,Not disclosed,Chennai,Artificial IntelligenceMachine LearningPythonPredictive ModelingTensorflowNatural Language ProcessingText MiningDeep Learning,https://www.naukri.com/job-listings-senior-director-data-science-and-analytics-oportun-chennai-15-to-20-years-190621001102?src=jobsearchDesk&sid=16253266909088872&xp=16&px=1
PFIZER LIMITED,4.2,"Senior Data Manager, Clinical Data Sciences",PFIZER LIMITED,Not disclosed,Chennai,BiometricsCROData managementEDCDatabase designPharmaClinical trialsManager Quality Control,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-pfizer-limited-chennai-8-to-10-years-300621500262?src=jobsearchDesk&sid=16253266909088872&xp=17&px=1
Shell India Markets Private Limited,4.1,Data Science Team Lead - Retail,Shell India Markets Private Limited,Not disclosed,Chennai,Multivariate AnalysisRetail SalesRFactor AnalysisMarketing Mix ModelingMarket Basket AnalysisTime SeriesData Analytics,https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-12-years-230621907315?src=jobsearchDesk&sid=16253266909088872&xp=18&px=1
Latent view,3.8,Business Analyst / Senior Business Analyst - Data Science,Latent view,Not disclosed,Chennai,Text miningBusiness Analystdata scienceBusiness analysisMachine learningQlikViewData miningAnalytics,https://www.naukri.com/job-listings-business-analyst-senior-business-analyst-data-science-latent-view-chennai-2-to-7-years-041120500595?src=jobsearchDesk&sid=16253266909088872&xp=19&px=1
Virtusa Consulting Services Pvt Ltd,3.4,Data science Managers - Immediate Joiners,Virtusa Consulting Services Pvt Ltd,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT SkillsPythonTestingData ScienceMachine LearningTableauPower BIR,https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-virtusa-consulting-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-20-years-120521005153?src=jobsearchDesk&sid=16253266909088872&xp=20&px=1
Hexaware Technologies Ltd.,3.4,"Analytics , Data science and IOT Lead (CH) ",Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",MSTRCommunicationData modellingMicroStrategySQL ServerInterpersonal skillsPDFdata science,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-ch-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-6-to-11-years-020721500356?src=jobsearchDesk&sid=16253267703852178&xp=1&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",statisticaldata manipulationScalaperditionnosql Databasedata wrangling projectspackagesnosql,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16253267703852178&xp=2&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",SparkRdata structureScaladata extractiondata analysispythonHive,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16253267703852178&xp=3&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",pythonDatabricksAzure MLMachine LearningIT SkillsData ScienceAzuredeep learning,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=16253267703852178&xp=4&px=1
Kinaxis,Nan,"Engineering Manager, Data Science (Retail Solution/SCM)",Kinaxis,Not disclosed,Chennai,IT SkillsPythonSoftware DevelopmentTestingCloudJavascriptJenkinsComputer science,https://www.naukri.com/job-listings-engineering-manager-data-science-retail-solution-scm-kinaxis-chennai-6-to-10-years-010721500188?src=jobsearchDesk&sid=16253267703852178&xp=5&px=1
HCL Technologies Limited,3.8,"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies Limited,Not disclosed,Chennai,IT SkillsJavaPythonData ScienceProject ManagementBPOproject managementR,https://www.naukri.com/job-listings-immediate-hiring-for-data-science-engineer-hcl-chennai-hcl-technologies-limited-chennai-5-to-8-years-280621004257?src=jobsearchDesk&sid=16253267703852178&xp=6&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai",JupyterGCPAWSAzure NLGAzureDeep LearningNLPSnowflake,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-6-to-11-years-290621500195?src=jobsearchDesk&sid=16253267703852178&xp=7&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,AgileBase SASETLSAS Macrosdata managementSAS architectureSAS Data Integration StudioSQL,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500194?src=jobsearchDesk&sid=16253267703852178&xp=8&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,PysparkDatasciencePythonDatabricksAzure MLIT SkillsData ScienceAzure,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500191?src=jobsearchDesk&sid=16253267703852178&xp=9&px=1
Mindtree Limited,4.0,Data Science -- SSE/Module Lead/Technical Lead,Mindtree Limited,Not disclosed,Chennai,SparkDatabricksMachine LearningGoogle Big QueryOOPsMachine Learning ImplementationAzureSql,https://www.naukri.com/job-listings-data-science-sse-module-lead-technical-lead-mindtree-limited-chennai-6-to-9-years-240621500264?src=jobsearchDesk&sid=16253267703852178&xp=10&px=1
United Techno Info Systems P Limited,4.4,Data Science Specialist,United Techno Info Systems P Limited,Not disclosed,Chennai(Greams Road),PythonRcommunicationpresentationMS SQL ServerNumpyScikit - LearnTheano,https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16253267703852178&xp=11&px=1
Best InfoSystems Ltd.,3.5,Data Science -- SSE,Best InfoSystems Ltd.,Not disclosed,Chennai,PythonSqlIT SkillsData ScienceMachine Learning R Python Random ForestXGBoost,https://www.naukri.com/job-listings-data-science-sse-best-infosystems-ltd-chennai-2-to-7-years-280621917189?src=jobsearchDesk&sid=16253267703852178&xp=12&px=1
"People First Consultants Pvt Ltd.,   ",Nan,Data Science - senior analyst,"People First Consultants Pvt Ltd.,   ",Not disclosed,Chennai,RMachine LearningPythonData ScienceNoSQLAlgorithmsSASUnsupervised Learning,https://www.naukri.com/job-listings-data-science-senior-analyst-people-first-consultants-pvt-ltd-chennai-4-to-7-years-250621000544?src=jobsearchDesk&sid=16253267703852178&xp=13&px=1
Sitel India Pvt Ltd,3.8,Data science -NLP,Sitel India Pvt Ltd,Not disclosed,Chennai,Data ScienceScipyNLPPyTorchPandasNatural Language ProcessingJavascriptKeras,https://www.naukri.com/job-listings-data-science-nlp-sitel-india-pvt-ltd-chennai-7-to-12-years-261120002611?src=jobsearchDesk&sid=16253267703852178&xp=14&px=1
Oportun ,Nan,Senior Director -  Data Science and Analytics,Oportun ,Not disclosed,Chennai,Artificial IntelligenceMachine LearningPythonPredictive ModelingTensorflowNatural Language ProcessingText MiningDeep Learning,https://www.naukri.com/job-listings-senior-director-data-science-and-analytics-oportun-chennai-15-to-20-years-190621001102?src=jobsearchDesk&sid=16253267703852178&xp=15&px=1
PFIZER LIMITED,4.2,"Senior Data Manager, Clinical Data Sciences",PFIZER LIMITED,Not disclosed,Chennai,BiometricsCROData managementEDCDatabase designPharmaClinical trialsManager Quality Control,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-pfizer-limited-chennai-8-to-10-years-300621500262?src=jobsearchDesk&sid=16253267703852178&xp=16&px=1
Shell India Markets Private Limited,4.1,Data Science Team Lead - Retail,Shell India Markets Private Limited,Not disclosed,Chennai,Multivariate AnalysisRetail SalesRFactor AnalysisMarketing Mix ModelingMarket Basket AnalysisTime SeriesData Analytics,https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-12-years-230621907315?src=jobsearchDesk&sid=16253267703852178&xp=17&px=1
Latent view,3.8,Business Analyst / Senior Business Analyst - Data Science,Latent view,Not disclosed,Chennai,Text miningBusiness Analystdata scienceBusiness analysisMachine learningQlikViewData miningAnalytics,https://www.naukri.com/job-listings-business-analyst-senior-business-analyst-data-science-latent-view-chennai-2-to-7-years-041120500595?src=jobsearchDesk&sid=16253267703852178&xp=18&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,QlikviewSQL serverPowerBIcommunicationIT SkillsPower BIBusiness communicationPDF,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-6-to-9-years-290621500193?src=jobsearchDesk&sid=16253267703852178&xp=19&px=1
Virtusa Consulting Services Pvt Ltd,3.4,Data science Managers - Immediate Joiners,Virtusa Consulting Services Pvt Ltd,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT SkillsPythonTestingData ScienceMachine LearningTableauPower BIR,https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-virtusa-consulting-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-20-years-120521005153?src=jobsearchDesk&sid=16253267703852178&xp=20&px=1
Hexaware Technologies Ltd.,3.4,"Analytics , Data science and IOT Lead (CH) ",Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",MSTRCommunicationData modellingMicroStrategySQL ServerInterpersonal skillsPDFdata science,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-ch-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-6-to-11-years-020721500356?src=jobsearchDesk&sid=16253268159357675&xp=1&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",statisticaldata manipulationScalaperditionnosql Databasedata wrangling projectspackagesnosql,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16253268159357675&xp=2&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",SparkRdata structureScaladata extractiondata analysispythonHive,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16253268159357675&xp=3&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",pythonDatabricksAzure MLMachine LearningIT SkillsData ScienceAzuredeep learning,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=16253268159357675&xp=4&px=1
Kinaxis,Nan,"Engineering Manager, Data Science (Retail Solution/SCM)",Kinaxis,Not disclosed,Chennai,IT SkillsPythonSoftware DevelopmentTestingCloudJavascriptJenkinsComputer science,https://www.naukri.com/job-listings-engineering-manager-data-science-retail-solution-scm-kinaxis-chennai-6-to-10-years-010721500188?src=jobsearchDesk&sid=16253268159357675&xp=5&px=1
HCL Technologies Limited,3.8,"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies Limited,Not disclosed,Chennai,IT SkillsJavaPythonData ScienceProject ManagementBPOproject managementR,https://www.naukri.com/job-listings-immediate-hiring-for-data-science-engineer-hcl-chennai-hcl-technologies-limited-chennai-5-to-8-years-280621004257?src=jobsearchDesk&sid=16253268159357675&xp=6&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai",JupyterGCPAWSAzure NLGAzureDeep LearningNLPSnowflake,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-6-to-11-years-290621500195?src=jobsearchDesk&sid=16253268159357675&xp=7&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,AgileBase SASETLSAS Macrosdata managementSAS architectureSAS Data Integration StudioSQL,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500194?src=jobsearchDesk&sid=16253268159357675&xp=8&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,PysparkDatasciencePythonDatabricksAzure MLIT SkillsData ScienceAzure,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500191?src=jobsearchDesk&sid=16253268159357675&xp=9&px=1
Mindtree Limited,4.0,Data Science -- SSE/Module Lead/Technical Lead,Mindtree Limited,Not disclosed,Chennai,SparkDatabricksMachine LearningGoogle Big QueryOOPsMachine Learning ImplementationAzureSql,https://www.naukri.com/job-listings-data-science-sse-module-lead-technical-lead-mindtree-limited-chennai-6-to-9-years-240621500264?src=jobsearchDesk&sid=16253268159357675&xp=10&px=1
United Techno Info Systems P Limited,4.4,Data Science Specialist,United Techno Info Systems P Limited,Not disclosed,Chennai(Greams Road),PythonRcommunicationpresentationMS SQL ServerNumpyScikit - LearnTheano,https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16253268159357675&xp=11&px=1
Best InfoSystems Ltd.,3.5,Data Science -- SSE,Best InfoSystems Ltd.,Not disclosed,Chennai,PythonSqlIT SkillsData ScienceMachine Learning R Python Random ForestXGBoost,https://www.naukri.com/job-listings-data-science-sse-best-infosystems-ltd-chennai-2-to-7-years-280621917189?src=jobsearchDesk&sid=16253268159357675&xp=12&px=1
"People First Consultants Pvt Ltd.,   ",Nan,Data Science - senior analyst,"People First Consultants Pvt Ltd.,   ",Not disclosed,Chennai,RMachine LearningPythonData ScienceNoSQLAlgorithmsSASUnsupervised Learning,https://www.naukri.com/job-listings-data-science-senior-analyst-people-first-consultants-pvt-ltd-chennai-4-to-7-years-250621000544?src=jobsearchDesk&sid=16253268159357675&xp=13&px=1
Sitel India Pvt Ltd,3.8,Data science -NLP,Sitel India Pvt Ltd,Not disclosed,Chennai,Data ScienceScipyNLPPyTorchPandasNatural Language ProcessingJavascriptKeras,https://www.naukri.com/job-listings-data-science-nlp-sitel-india-pvt-ltd-chennai-7-to-12-years-261120002611?src=jobsearchDesk&sid=16253268159357675&xp=14&px=1
Oportun ,Nan,Senior Director -  Data Science and Analytics,Oportun ,Not disclosed,Chennai,Artificial IntelligenceMachine LearningPythonPredictive ModelingTensorflowNatural Language ProcessingText MiningDeep Learning,https://www.naukri.com/job-listings-senior-director-data-science-and-analytics-oportun-chennai-15-to-20-years-190621001102?src=jobsearchDesk&sid=16253268159357675&xp=15&px=1
PFIZER LIMITED,4.2,"Senior Data Manager, Clinical Data Sciences",PFIZER LIMITED,Not disclosed,Chennai,BiometricsCROData managementEDCDatabase designPharmaClinical trialsManager Quality Control,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-pfizer-limited-chennai-8-to-10-years-300621500262?src=jobsearchDesk&sid=16253268159357675&xp=16&px=1
Shell India Markets Private Limited,4.1,Data Science Team Lead - Retail,Shell India Markets Private Limited,Not disclosed,Chennai,Multivariate AnalysisRetail SalesRFactor AnalysisMarketing Mix ModelingMarket Basket AnalysisTime SeriesData Analytics,https://www.naukri.com/job-listings-data-science-team-lead-retail-shell-india-markets-private-limited-chennai-8-to-12-years-230621907315?src=jobsearchDesk&sid=16253268159357675&xp=17&px=1
Latent view,3.8,Business Analyst / Senior Business Analyst - Data Science,Latent view,Not disclosed,Chennai,Text miningBusiness Analystdata scienceBusiness analysisMachine learningQlikViewData miningAnalytics,https://www.naukri.com/job-listings-business-analyst-senior-business-analyst-data-science-latent-view-chennai-2-to-7-years-041120500595?src=jobsearchDesk&sid=16253268159357675&xp=18&px=1
Virtusa Consulting Services Pvt Ltd,3.4,Data science Managers - Immediate Joiners,Virtusa Consulting Services Pvt Ltd,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",IT SkillsPythonTestingData ScienceMachine LearningTableauPower BIR,https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-virtusa-consulting-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-10-to-20-years-120521005153?src=jobsearchDesk&sid=16253268159357675&xp=19&px=1
PFIZER LIMITED,4.2,Senior Data Manager - Clinical Data Sciences,PFIZER LIMITED,Not disclosed,Chennai,GCPProject managementClinical trialsData collectionClinical researchManager Quality ControlResource managementContinuous improvement,https://www.naukri.com/job-listings-senior-data-manager-clinical-data-sciences-pfizer-limited-chennai-5-to-8-years-230621500496?src=jobsearchDesk&sid=16253268159357675&xp=20&px=1
Hexaware Technologies Ltd.,3.4,"Analytics , Data science and IOT Lead (CH) ",Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",MSTRCommunicationData modellingMicroStrategySQL ServerInterpersonal skillsPDFdata science,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-ch-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-6-to-11-years-020721500356?src=jobsearchDesk&sid=16253268600284084&xp=1&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",statisticaldata manipulationScalaperditionnosql Databasedata wrangling projectspackagesnosql,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16253268600284084&xp=2&px=1
Trigent Software,3.8,Data Science,Trigent Software,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru",SparkRdata structureScaladata extractiondata analysispythonHive,https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16253268600284084&xp=3&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru",pythonDatabricksAzure MLMachine LearningIT SkillsData ScienceAzuredeep learning,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-bangalore-bengaluru-9-to-12-years-290621500192?src=jobsearchDesk&sid=16253268600284084&xp=4&px=1
Kinaxis,Nan,"Engineering Manager, Data Science (Retail Solution/SCM)",Kinaxis,Not disclosed,Chennai,IT SkillsPythonSoftware DevelopmentTestingCloudJavascriptJenkinsComputer science,https://www.naukri.com/job-listings-engineering-manager-data-science-retail-solution-scm-kinaxis-chennai-6-to-10-years-010721500188?src=jobsearchDesk&sid=16253268600284084&xp=5&px=1
HCL Technologies Limited,3.8,"Immediate Hiring For Data Science Engineer @ HCL, Chennai",HCL Technologies Limited,Not disclosed,Chennai,IT SkillsJavaPythonData ScienceProject ManagementBPOproject managementR,https://www.naukri.com/job-listings-immediate-hiring-for-data-science-engineer-hcl-chennai-hcl-technologies-limited-chennai-5-to-8-years-280621004257?src=jobsearchDesk&sid=16253268600284084&xp=6&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,"Mumbai, Pune, Chennai",JupyterGCPAWSAzure NLGAzureDeep LearningNLPSnowflake,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-mumbai-pune-chennai-6-to-11-years-290621500195?src=jobsearchDesk&sid=16253268600284084&xp=7&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,AgileBase SASETLSAS Macrosdata managementSAS architectureSAS Data Integration StudioSQL,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500194?src=jobsearchDesk&sid=16253268600284084&xp=8&px=1
Hexaware Technologies Ltd.,3.4,Analytics Data science and IOT Lead,Hexaware Technologies Ltd.,Not disclosed,Chennai,PysparkDatasciencePythonDatabricksAzure MLIT SkillsData ScienceAzure,https://www.naukri.com/job-listings-analytics-data-science-and-iot-lead-hexaware-technologies-ltd-chennai-9-to-12-years-290621500191?src=jobsearchDesk&sid=16253268600284084&xp=9&px=1
Mindtree Limited,4.0,Data Science -- SSE/Module Lead/Technical Lead,Mindtree Limited,Not disclosed,Chennai,SparkDatabricksMachine LearningGoogle Big QueryOOPsMachine Learning ImplementationAzureSql,https://www.naukri.com/job-listings-data-science-sse-module-lead-technical-lead-mindtree-limited-chennai-6-to-9-years-240621500264?src=jobsearchDesk&sid=16253268600284084&xp=10&px=1
United Techno Info Systems P Limited,4.4,Data Science Specialist,United Techno Info Systems P Limited,Not disclosed,Chennai(Greams Road),PythonRcommunicationpresentationMS SQL ServerNumpyScikit - LearnTheano,https://www.naukri.com/job-listings-data-science-specialist-united-techno-info-systems-p-limited-chennai-1-to-2-years-240621004004?src=jobsearchDesk&sid=16253268600284084&xp=11&px=1
